"NAME","SERVICE_DESC","CONT1","CONT2","CONT3","CONT4","CONT5","CONT6","E","EURL"
"原住民喪葬補助","為減輕設籍本市原住民亡者之家屬辦理喪葬事宜費用負擔，落實政府照顧弱勢族群政策。
補助對象：指依原住民身分法規定，設籍於新北市六個月以上，且具有原住民身分之本人死亡時，得由支出殯葬費之家屬（無家屬之亡者以有名無主屍辦理，不得請領）請領喪葬補助。","承辦機關:新北市政府殯葬管理處殯儀館
承辦人:唐永年
電話:(02)22571207#134","申請人應自行檢附之文件：
一、申請人應檢具亡者原住民身分之除戶戶籍謄本、族籍證明或戶口名簿等證明文件。
二、「新北市政府殯葬管理處使用設施規費繳納收據」正本或殯殮用品之統一發票或收據(補助費用不包括靈骨塔位單據)。
三、申請人之國民身分證正背面影本。    
四、申請人之郵局存摺影本。     ","申領人於完辦亡者殯殮事宜後3 個月內檢附相關資料，郵寄或親臨殯儀館服務中心申辦","直接、郵寄交付","約20個工作日(含審核及相關作業天數)將補助費用匯入金融機構帳戶。","","0",""
"弱勢幼兒教育津貼","為減輕弱勢家庭經濟負擔，凡設籍本市幼兒(於當年度9/1為2歲以上5歲以下)且具低收入戶、弱勢兒少、特殊境遇家庭及寄養家庭之身分就讀本市立案幼兒園，即可申請教育津貼補助，協助弱勢幼兒就學。","教育局幼兒教育科","申請人應檢附之文件：
一、__學年度第__學期「新北市政府辦理弱勢幼兒教育津貼」申請表【（民）表一】。
二、__學年度第__學期「新北市政府辦理弱勢幼兒教育津貼」學費收據（家長繳費聯）黏貼用紙【（民）表二】。
三、新北市____學年度第___學期 弱勢幼兒教育津貼 補助幼生名冊（___立）【（民）表三】。
四、新北市私立   幼兒園收款收據【(民)表四】。

系統代為查調：低收入戶及弱勢兒少身分可填寫「新北市政府查調弱勢幼兒教育津貼證明申請授權書」【(民)表五】，代為查調。","家長持相關證明文件向幼兒就讀之公、私立幼兒園申請。","幼兒園依公告期程臨櫃送件教育局辦理。","21天","申請時間：第1學期每年9月1日至10月15日；第2學期每年3月1日至4月15日。","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=007103"
"弱勢兒童及少年醫療補助","壹、補助對象：
一、低收入戶及中低收入戶。
二、符合領取弱勢兒童及少年生活扶助者。
三、符合領取弱勢家庭兒童及少年緊急生活扶助資格者。
四、符合特殊境遇家庭兒童及少年緊急生活扶助者。
五、早產兒。
六、符合行政院衛生署公告之罕見疾病或領有全民健康保險認定重大傷病證明。

貳、補助項目及額度:
一、全民健康保險未涵蓋之發展遲緩兒童療育訓練費：學齡後（入國小後）之兒童於療育單位、機構及本府核備之外展療育服務定點所做之專業療育項目（須符合本市辦理發展遲緩兒童療育補助實施計畫第5點規定之項目），全民健康保險不給付或全額自費者，補助其療育訓練費，每人每月最高補助金額為新臺幣5,000元整。 
二、住院期間之看護費用、膳食費暨全民健康保險規定應自行負擔之住院費用：
（一）如為低收入戶、中低收入戶，須與新北市民醫療暨低收入戶傷病住院看護費用補助擇一申請。
（二）看護費：經醫療院所主治醫師開立證明需專人看護者，其住院期間之看護費，依實際住院天數補助，每人每日最高補助新臺幣1,500元，全年補助金額以新臺幣18萬元為限。
（三）補助其全民健康保險規定應自行負擔之住院費用或健保法規定不給付之醫療費用（以疾病、傷害之醫療為限，不含義肢、義眼、義齒、配鏡、鑲牙、整容、整形、 病人運輸、指定醫師、特別護士、指定藥品材料費、掛號費、疾病預防與非因疾病而施行預防之手術、節育結紮、指定病房費及其他與醫療無直接相關之項目）就醫期間醫療院所無全民健保病床且須接受住院治療，及經醫師診斷因病情需要確須住非健保床者，補助病房費；住院期間因病情需要，經醫師診斷證明確有必要使用健保不給付藥物或治療方式，補助特殊藥品費或材料費；其他經醫師診斷證明確有必要及不可替代性之項目，檢據相關證明文件及全民健康保險特約醫療院所收據正本及支付明細，實報實銷且全年補助金額以新臺幣6萬元為限。
三、特殊境遇家庭扶助條例規定未補助之未婚懷孕生產、流產醫療費用：全民健康保險規定應自行負擔之生產、流產費用，依醫療院所開立之醫療費收據實支實付，每案全年最高補助2萬元。
四、為確認身分所作之親子血緣鑑定費用：
補助全民健康保險規定應自行負擔或全民健康保險未給付之費用，依醫療院所開立之醫療費收據以實報實銷方式申請，每人最高以新臺幣1萬元為限。
五、申請醫療費用補助，有下列情形之一者，不予補助；已領取者，應停止補助，並得命其返還：
  〈一〉同一事件已依法取得政府相關扶助或醫院社福補助者不予補助。（如：若該次住院，已申請衛生局醫療補助，則不予補助本局醫療補助。）
  〈二〉提供不實資料、隱匿或拒絕提供本局要求之資料。","主辦單位：社會局兒童少年福利科
承辦人員：廖瑞菁、張雅筑
聯絡電話：02-29603456轉3842、3660
傳真：02-29650147
Email：AN8996@ms.ntpc.gov.tw、AN3448@ms.ntpc.gov.tw","申請人應自行檢附之文件：
一、共同應備文件：
（一）新北市政府弱勢兒童及少年醫療補助申請表。【（民）表一】
（二）領款收據。【（民）表二】
（三）申請人之存簿封面影本。
（四）符合弱勢兒童及少年生活扶助、弱勢家庭兒童及少年緊急生活扶助及特殊境遇家庭扶助條例第9條規定之兒童及少年，應檢附核定公文影本。
（五）符合罕見疾病或重大傷病之兒童及少年，請檢附罕見疾病診斷證明書或有效期限內之全民健康保險重大傷病核定審查通知書影本（重大傷病卡影本）或有效期限內之新北市政府醫療補助證影本（證號開頭為B、C、E）。
（六）新北市政府查調戶籍資料申請授權書。
二、各項補助項目應備文件：
（一）全民健康保險未涵蓋之發展遲緩兒童療育訓練費：
1、持有身心障礙手冊影本或行政院國民健康署輔導設置聯合評估中心或本府認可之醫院開具之綜合報告書影本（有效期間依報告書有效期限認定之）或診斷證明書正本（須註明有發展遲緩現象或有持續復健療育需求）。
2、醫療單位、療育機構、與本府有相關合約或經本府核備立案之機構團體（全民健康保險不給付或全額自費者）所開立之繳費收據正本。
3、醫療單位、療育機構、與本府有相關合約或經本府核備立案之機構團體所開立之治療證明單。
（二）住院期間之看護費用、膳食費暨全民健康保險規 定應自行負擔之住院費用：
   1、住院診斷證明書正本。
   2、繳費證明：申請自行負擔之住院費用及膳食費用補助者應檢具住院費用收據正本、依全民健康保險規定應自行部分負擔費用之證明或膳食費用收據正本。
   3、申請看護費用補助者需檢附醫療院所主治醫師開立之因病情須僱請專人照顧及護理人員、社工員出具之僱請專人看護證明，僱用看護支付費用收據正本，及看護工身分證影印本、執照。
   4、自付額支付明細表。
（三）未婚懷孕生產、流產醫療費用、為確認身分所作之親子血緣鑑定費用之醫療費用：
   1、繳費收據正本。
   2、診斷證明書正本。
系統代為查調，申請人免自行檢附之文件：
一、最近3個月內全戶戶籍謄本。
二、低收入戶、中低收入戶、弱勢兒童及少年生活扶助、符合特殊境遇家庭兒童及少年緊急生活扶助證明。","申請方式：請備妥相關應備文件後郵寄至本府社會局申請。","經查符合資格者，補助款項由本府逕撥入申請人指定之帳戶內。","審核：收到申請資料後14天
撥款：查符合資格者，簽辦會計、財政單位，補助款項由本局於7天內撥入申請人指定之帳戶內。","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022183"
"弱勢兒童及少年醫療補助","壹、補助對象：
一、低收入戶及中低收入戶。
二、符合領取弱勢兒童及少年生活扶助者。
三、符合領取弱勢家庭兒童及少年緊急生活扶助資格者。
四、符合特殊境遇家庭兒童及少年緊急生活扶助者。
五、早產兒。
六、符合行政院衛生署公告之罕見疾病或領有全民健康保險認定重大傷病證明。

貳、補助項目及額度:
一、全民健康保險未涵蓋之發展遲緩兒童療育訓練費：學齡後（入國小後）之兒童於療育單位、機構及本府核備之外展療育服務定點所做之專業療育項目（須符合本市辦理發展遲緩兒童療育補助實施計畫第5點規定之項目），全民健康保險不給付或全額自費者，補助其療育訓練費，每人每月最高補助金額為新臺幣5,000元整。 
二、住院期間之看護費用、膳食費暨全民健康保險規定應自行負擔之住院費用：
（一）如為低收入戶、中低收入戶，須與新北市民醫療暨低收入戶傷病住院看護費用補助擇一申請。
（二）看護費：經醫療院所主治醫師開立證明需專人看護者，其住院期間之看護費，依實際住院天數補助，每人每日最高補助新臺幣1,500元，全年補助金額以新臺幣18萬元為限。
（三）補助其全民健康保險規定應自行負擔之住院費用或健保法規定不給付之醫療費用（以疾病、傷害之醫療為限，不含義肢、義眼、義齒、配鏡、鑲牙、整容、整形、 病人運輸、指定醫師、特別護士、指定藥品材料費、掛號費、疾病預防與非因疾病而施行預防之手術、節育結紮、指定病房費及其他與醫療無直接相關之項目）就醫期間醫療院所無全民健保病床且須接受住院治療，及經醫師診斷因病情需要確須住非健保床者，補助病房費；住院期間因病情需要，經醫師診斷證明確有必要使用健保不給付藥物或治療方式，補助特殊藥品費或材料費；其他經醫師診斷證明確有必要及不可替代性之項目，檢據相關證明文件及全民健康保險特約醫療院所收據正本及支付明細，實報實銷且全年補助金額以新臺幣6萬元為限。
三、特殊境遇家庭扶助條例規定未補助之未婚懷孕生產、流產醫療費用：全民健康保險規定應自行負擔之生產、流產費用，依醫療院所開立之醫療費收據實支實付，每案全年最高補助2萬元。
四、為確認身分所作之親子血緣鑑定費用：
補助全民健康保險規定應自行負擔或全民健康保險未給付之費用，依醫療院所開立之醫療費收據以實報實銷方式申請，每人最高以新臺幣1萬元為限。
五、申請醫療費用補助，有下列情形之一者，不予補助；已領取者，應停止補助，並得命其返還：
  〈一〉同一事件已依法取得政府相關扶助或醫院社福補助者不予補助。（如：若該次住院，已申請衛生局醫療補助，則不予補助本局醫療補助。）
  〈二〉提供不實資料、隱匿或拒絕提供本局要求之資料。","主辦單位：社會局兒童少年福利科
承辦人員：呂偉志、張雅筑
聯絡電話：02-29603456轉3664、3660
傳真：02-29650147
Email：AO4086@ms.ntpc.gov.tw、AN3448@ms.ntpc.gov.tw","申請人應自行檢附之文件：
一、共同應備文件：
（一）新北市政府弱勢兒童及少年醫療補助申請表。【（民）表一】
（二）領款收據。【（民）表二】
（三）申請人之存簿封面影本。
（四）符合弱勢兒童及少年生活扶助、弱勢家庭兒童及少年緊急生活扶助及特殊境遇家庭扶助條例第9條規定之兒童及少年，應檢附核定公文影本。
（五）符合罕見疾病或重大傷病之兒童及少年，請檢附罕見疾病診斷證明書或有效期限內之全民健康保險重大傷病核定審查通知書影本（重大傷病卡影本）或有效期限內之新北市政府醫療補助證影本（證號開頭為B、C、E）。
（六）新北市政府查調戶籍資料申請授權書。
二、各項補助項目應備文件：
（一）全民健康保險未涵蓋之發展遲緩兒童療育訓練費：
1、持有身心障礙手冊影本或行政院國民健康署輔導設置聯合評估中心或本府認可之醫院開具之綜合報告書影本（有效期間依報告書有效期限認定之）或診斷證明書正本（須註明有發展遲緩現象或有持續復健療育需求）。
2、醫療單位、療育機構、與本府有相關合約或經本府核備立案之機構團體（全民健康保險不給付或全額自費者）所開立之繳費收據正本。
3、醫療單位、療育機構、與本府有相關合約或經本府核備立案之機構團體所開立之治療證明單。
（二）住院期間之看護費用、膳食費暨全民健康保險規 定應自行負擔之住院費用：
   1、住院診斷證明書正本。
   2、繳費證明：申請自行負擔之住院費用及膳食費用補助者應檢具住院費用收據正本、依全民健康保險規定應自行部分負擔費用之證明或膳食費用收據正本。
   3、申請看護費用補助者需檢附醫療院所主治醫師開立之因病情須僱請專人照顧及護理人員、社工員出具之僱請專人看護證明，僱用看護支付費用收據正本，及看護工身分證影印本、執照。
   4、自付額支付明細表。
（三）未婚懷孕生產、流產醫療費用、為確認身分所作之親子血緣鑑定費用之醫療費用：
   1、繳費收據正本。
   2、診斷證明書正本。
系統代為查調，申請人免自行檢附之文件：
一、最近3個月內全戶戶籍謄本。
二、低收入戶、中低收入戶、弱勢兒童及少年生活扶助、符合特殊境遇家庭兒童及少年緊急生活扶助證明。","申請方式：請備妥相關應備文件後郵寄至本府社會局申請。","經查符合資格者，補助款項由本府逕撥入申請人指定之帳戶內。","審核：收到申請資料後14天
撥款：查符合資格者，簽辦會計、財政單位，補助款項由本局於7天內撥入申請人指定之帳戶內。","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022183"
"弱勢兒童及少年醫療補助","壹、補助對象：
一、低收入戶及中低收入戶。
二、符合領取弱勢兒童及少年生活扶助者。
三、符合領取弱勢家庭兒童及少年緊急生活扶助資格者。
四、符合特殊境遇家庭兒童及少年緊急生活扶助者。
五、早產兒。
六、符合行政院衛生署公告之罕見疾病或領有全民健康保險認定重大傷病證明。

貳、補助項目及額度:
一、全民健康保險未涵蓋之發展遲緩兒童療育訓練費：學齡後（入國小後）之兒童於療育單位、機構及本府核備之外展療育服務定點所做之專業療育項目（須符合本市辦理發展遲緩兒童療育補助實施計畫第5點規定之項目），全民健康保險不給付或全額自費者，補助其療育訓練費，每人每月最高補助金額為新臺幣5,000元整。 
二、住院期間之看護費用、膳食費暨全民健康保險規定應自行負擔之住院費用：
（一）如為低收入戶、中低收入戶，須與新北市民醫療暨低收入戶傷病住院看護費用補助擇一申請。
（二）看護費：經醫療院所主治醫師開立證明需專人看護者，其住院期間之看護費，依實際住院天數補助，每人每日最高補助新臺幣1,500元，全年補助金額以新臺幣18萬元為限。
（三）補助其全民健康保險規定應自行負擔之住院費用或健保法規定不給付之醫療費用（以疾病、傷害之醫療為限，不含義肢、義眼、義齒、配鏡、鑲牙、整容、整形、 病人運輸、指定醫師、特別護士、指定藥品材料費、掛號費、疾病預防與非因疾病而施行預防之手術、節育結紮、指定病房費及其他與醫療無直接相關之項目）就醫期間醫療院所無全民健保病床且須接受住院治療，及經醫師診斷因病情需要確須住非健保床者，補助病房費；住院期間因病情需要，經醫師診斷證明確有必要使用健保不給付藥物或治療方式，補助特殊藥品費或材料費；其他經醫師診斷證明確有必要及不可替代性之項目，檢據相關證明文件及全民健康保險特約醫療院所收據正本及支付明細，實報實銷且全年補助金額以新臺幣6萬元為限。
三、特殊境遇家庭扶助條例規定未補助之未婚懷孕生產、流產醫療費用：全民健康保險規定應自行負擔之生產、流產費用，依醫療院所開立之醫療費收據實支實付，每案全年最高補助2萬元。
四、為確認身分所作之親子血緣鑑定費用：
補助全民健康保險規定應自行負擔或全民健康保險未給付之費用，依醫療院所開立之醫療費收據以實報實銷方式申請，每人最高以新臺幣1萬元為限。
五、申請醫療費用補助，有下列情形之一者，不予補助；已領取者，應停止補助，並得命其返還：
  〈一〉同一事件已依法取得政府相關扶助或醫院社福補助者不予補助。（如：若該次住院，已申請衛生局醫療補助，則不予補助本局醫療補助。）
  〈二〉提供不實資料、隱匿或拒絕提供本局要求之資料。","主辦單位：社會局兒童少年福利科
承辦人員：呂偉志、張雅筑
聯絡電話：02-29603456轉3664、3660
傳真：02-29650147
Email：AO4086@ms.ntpc.gov.tw、AN3448@ms.ntpc.gov.tw","申請人應自行檢附之文件：
一、共同應備文件：
（一）新北市政府弱勢兒童及少年醫療補助申請表。【（民）表一】
（二）領款收據。【（民）表二】
（三）申請人之存簿封面影本。
（四）符合弱勢兒童及少年生活扶助、弱勢家庭兒童及少年緊急生活扶助及特殊境遇家庭扶助條例第9條規定之兒童及少年，應檢附核定公文影本。
（五）符合罕見疾病或重大傷病之兒童及少年，請檢附罕見疾病診斷證明書或有效期限內之全民健康保險重大傷病核定審查通知書影本（重大傷病卡影本）或有效期限內之新北市政府醫療補助證影本（證號開頭為B、C、E）。
（六）新北市政府查調戶籍資料申請授權書。
二、各項補助項目應備文件：
（一）全民健康保險未涵蓋之發展遲緩兒童療育訓練費：
1、持有身心障礙手冊影本或行政院國民健康署輔導設置聯合評估中心或本府認可之醫院開具之綜合報告書影本（有效期間依報告書有效期限認定之）或診斷證明書正本（須註明有發展遲緩現象或有持續復健療育需求）。
2、醫療單位、療育機構、與本府有相關合約或經本府核備立案之機構團體（全民健康保險不給付或全額自費者）所開立之繳費收據正本。
3、醫療單位、療育機構、與本府有相關合約或經本府核備立案之機構團體所開立之治療證明單。
（二）住院期間之看護費用、膳食費暨全民健康保險規 定應自行負擔之住院費用：
   1、住院診斷證明書正本。
   2、繳費證明：申請自行負擔之住院費用及膳食費用補助者應檢具住院費用收據正本、依全民健康保險規定應自行部分負擔費用之證明或膳食費用收據正本。
   3、申請看護費用補助者需檢附醫療院所主治醫師開立之因病情須僱請專人照顧及護理人員、社工員出具之僱請專人看護證明，僱用看護支付費用收據正本，及看護工身分證影印本、執照。
   4、自付額支付明細表。
（三）未婚懷孕生產、流產醫療費用、為確認身分所作之親子血緣鑑定費用之醫療費用：
   1、繳費收據正本。
   2、診斷證明書正本。
系統代為查調，申請人免自行檢附之文件：
一、最近3個月內全戶戶籍謄本。
二、低收入戶、中低收入戶、弱勢兒童及少年生活扶助、符合特殊境遇家庭兒童及少年緊急生活扶助證明。","申請方式：請備妥相關應備文件後郵寄至本府社會局申請。","經查符合資格者，補助款項由本府逕撥入申請人指定之帳戶內。","審核：收到申請資料後14天
撥款：查符合資格者，簽辦會計、財政單位，補助款項由本局於7天內撥入申請人指定之帳戶內。","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022183"
"弱勢兒童少年生活扶助 ","壹、補助對象: 
（一）凡設籍本市未滿18歲之兒童少年，其本人無工作能力且未獲政府其他項目生活扶助或未接受公費收容安置，其家庭總收入按全家人口平均分配，每人每月未超過政府當年度公布最低生活費1.5倍（106年度為新臺幣20,550元），且其不動產（房屋評定價值、土地公告現值）合併不超過新臺幣650萬元，且全家人口之存款本金、有價證券及投資合計不超過80萬元，並有下列情形之ㄧ者:
1.因父母雙亡、一方監護或一方死亡、失蹤、離婚、重大傷病、因案服刑中，致生活困難無力撫育兒童及少年。
2.父母或監護人對兒童及少年有違反本法禁止之行為，經本局委託其他親屬收容。
3.非婚生子女且生活遭遇困難之兒童及少年。
4.因懷孕或生育而遭遇困境之兒童、少年及其子女。
5.其他經評估無力撫育及無扶養義務人或扶養義務人無力維持其生活之兒童及少年。
(二)符合申請條件者備齊相關證明文件後逕向戶籍所在地區公所提出申請。
貳、補助標準：
(一)六歲以上未滿十八歲之兒童少年，每人每月發給新台幣1,969元。
(二)未滿六歲之兒童，每人每月發給新臺幣2,073元。
(三)惟年滿15歲或國中畢業未繼續升學者，或已安置於寄養家庭及育幼院、教養院之院童、領有身心障礙補助者、以及列冊第一、二、三款低收入戶者不予補助）。","主辦單位：社會局兒童少年福利科
承辦人員：柯瑋平
聯絡電話：02-29603456轉3659
傳真：02-29650147
Email：AJ6758@ ms.ntpc.gov.tw","申請人應自行檢附之文件：
一、申請人之郵局存簿封面影本。 
二、申請人印章。 
三、委託他人辦理者，應填具委託書，並檢附委託人及受委託人之身分證正反面影本各 1 份。
四、醫院診斷書、死亡證明書、學生證影本（15 足歲以上） 或其他相關文件。

系統代為查調，申請人免自行檢附之文件：
一、最近三個月內全戶戶籍謄本。
二、全戶綜合所得稅證明暨歸戶財產查詢清單、稅籍資料清單。
三、學籍資料（限本市高中職以下）。","申請方式：逕向各區公所辦理","交付方式：由板橋郵局以存簿轉帳逕撥申請人","1.不需代為查調財稅者：計30天(區公所)，不含退補件時間
2.需代為查調財稅者：計44天(含區公所：30天、查調財稅：14天)，不含退補件時間","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022020"
"弱勢兒童少年生活扶助 ","壹、補助對象: 
（一）凡設籍本市未滿18歲之兒童少年，其本人無工作能力且未獲政府其他項目生活扶助或未接受公費收容安置，其家庭總收入按全家人口平均分配，每人每月未超過政府當年度公布最低生活費1.5倍（106年度為新臺幣20,550元），且其不動產（房屋評定價值、土地公告現值）合併不超過新臺幣650萬元，且全家人口之存款本金、有價證券及投資合計不超過80萬元，並有下列情形之ㄧ者:
1.因父母雙亡、一方監護或一方死亡、失蹤、離婚、重大傷病、因案服刑中，致生活困難無力撫育兒童及少年。
2.父母或監護人對兒童及少年有違反本法禁止之行為，經本局委託其他親屬收容。
3.非婚生子女且生活遭遇困難之兒童及少年。
4.因懷孕或生育而遭遇困境之兒童、少年及其子女。
5.其他經評估無力撫育及無扶養義務人或扶養義務人無力維持其生活之兒童及少年。
(二)符合申請條件者備齊相關證明文件後逕向戶籍所在地區公所提出申請。
貳、補助標準：
(一)六歲以上未滿十八歲之兒童少年，每人每月發給新台幣1,969元。
(二)未滿六歲之兒童，每人每月發給新臺幣2,073元。
(三)惟年滿15歲或國中畢業未繼續升學者，或已安置於寄養家庭及育幼院、教養院之院童、領有身心障礙補助者、以及列冊第一、二、三款低收入戶者不予補助）。","主辦單位：社會局兒童少年福利科
承辦人員：柯瑋平
聯絡電話：02-29603456轉3659
傳真：02-29650147
Email：AJ6758@ ms.ntpc.gov.tw","申請人應自行檢附之文件：
一、申請人之郵局存簿封面影本。 
二、申請人印章。 
三、委託他人辦理者，應填具委託書，並檢附委託人及受委託人之身分證正反面影本各 1 份。
四、醫院診斷書、死亡證明書、學生證影本（15 足歲以上） 或其他相關文件。

系統代為查調，申請人免自行檢附之文件：
一、最近三個月內全戶戶籍謄本。
二、全戶綜合所得稅證明暨歸戶財產查詢清單、稅籍資料清單。
三、學籍資料（限本市高中職以下）。","申請方式：逕向各區公所辦理","交付方式：由板橋郵局以存簿轉帳逕撥申請人","1.不需代為查調財稅者：計30天(區公所)，不含退補件時間
2.需代為查調財稅者：計44天(含區公所：30天、查調財稅：14天)，不含退補件時間","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022020"
"弱勢家庭幼兒臨時照顧","設籍並實際居住於本市且學齡滿2足歲至入國民小學前並符合下列資格之一者：
一、低收入戶。
二、中低收入戶。
三、符合高風險家庭、弱勢兒童及少年生活扶助、弱勢家庭兒童及少年緊急生活扶助、特殊境遇家庭扶助條例等家庭。
四、身心障礙或發展遲緩家庭：父母雙方或一方為中度以上之身心障礙者；或受托幼兒本人或家中同住兄弟姐妹之一為身心障礙或發展遲緩者。
五、其他經社工人員評估遇有困難需協助幼兒臨時照顧之家庭。","主辦單位：教育局幼兒教育科
承辦人員：盧鳳琪
聯絡電話：(02)29603456分機2798","一、請款收據。
二、勢家庭幼兒臨時照顧服務報表。
三、弱勢家庭幼兒臨時照顧服務申請表（每名幼兒1份）。
四、弱勢家庭幼兒臨時照顧服務紀錄表（每名幼兒1份，第1次請款檢附當年度1月1日至6月30日之紀錄；第2次請款檢附前年度7月1日至12月31日之紀錄）。
五、弱勢家庭當年度福利證明文件(證明文件為影本者，請幼兒園檢視正本後加蓋與正本相符章及私章)。
","受照顧幼兒之家長或監護人向本市立案並經本府教育局核可辦理臨時照顧服務之私立幼兒園提出申請。","由幼兒園造冊並送教育局審查無誤後核發補助款於幼兒園，由幼兒園轉發予家長。","","申請時間：
一、當年度1至6月臨時照顧補助於當年度7月15日前提出申請。
二、當年度7至12月臨時照顧補助於次年度1月15日前提出申請。
","0",""
"弱勢家庭兒童及少年緊急生活扶助","一、服務說明：
(一)協助本市遭變故或功能不全之弱勢家庭紓緩經濟壓力，維持子女生活安定，提昇家庭照顧兒童及少年之能力。
(二)藉由密集之關懷輔導，協助弱勢家庭解決生活危機，促進家庭恢復正常運作，預防兒童及少年受虐情事之發生。
二、申請對象：為未滿18歲之兒童及少年，設籍本市或實際居住本市超過6個月之無戶(國)籍兒童少年，且未接受公費收容安置者。","主辦單位：社會局社會工作科
承辦人員：黃婓莉
聯絡電話：(02)2960-3456分機3807
傳真：(02)2965-8425","申請人應自行檢附之文件：
一、新北市弱勢家庭兒童及少年緊急生活扶助申請表。
二、切結書。
三、新北市政府辦理弱勢家庭兒童及少年緊急生活扶助使用郵局扣款同意書。
四、如為無戶(國)籍人口，需檢附實際居本市超過六個月之里鄰長證明或切結書。
五、就讀國中及國中以上學生在學證明書或學生證影本。
六、全家共同居住人口之郵局存摺影本(含一年內內頁明細)。
七、足資證明有本計畫第二條各款情形之一之相關文件。
八、申請人身分證(查驗後歸還)。
九、其他有關文件。

系統代為查調，申請人免自行檢附之文件：
一、最近三個月內全家人口戶籍謄本。
二、全家人口最近一年度所得及財產證明文件。
三、學籍資料(需提供學校名稱，並限本市高中職以下、全國高中職、大專以上)。","一、向各區公所提出申請
二、申請人情況特殊，得由本府各社會福利服務中心、家庭暴力暨侵害防治中心社工員以個案方式，檢附相關申請文件逕送本府審核辦理。","如申請案件審核通過後，委由郵局統一匯款至申請人提供之撥款帳戶。","本項申請案須經社工員訪視評估
1.無須查調財稅：27天
2.代為查調財稅：41天","繳付與否： 無","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022081"
"弱勢家庭兒童及少年緊急生活扶助","一、服務說明：
(一)協助本市遭變故或功能不全之弱勢家庭紓緩經濟壓力，維持子女生活安定，提昇家庭照顧兒童及少年之能力。
(二)藉由密集之關懷輔導，協助弱勢家庭解決生活危機，促進家庭恢復正常運作，預防兒童及少年受虐情事之發生。
二、申請對象：為未滿18歲之兒童及少年，設籍本市或實際居住本市超過6個月之無戶(國)籍兒童少年，且未接受公費收容安置者。","主辦單位：社會局社會工作科
承辦人員：黃婓莉
聯絡電話：(02)2960-3456分機3807
傳真：(02)2965-8425","申請人應自行檢附之文件：
一、新北市弱勢家庭兒童及少年緊急生活扶助申請表。
二、切結書。
三、新北市政府辦理弱勢家庭兒童及少年緊急生活扶助使用郵局扣款同意書。
四、如為無戶(國)籍人口，需檢附實際居本市超過六個月之里鄰長證明或切結書。
五、就讀國中及國中以上學生在學證明書或學生證影本。
六、全家共同居住人口之郵局存摺影本(含一年內內頁明細)。
七、足資證明有本計畫第二條各款情形之一之相關文件。
八、申請人身分證(查驗後歸還)。
九、其他有關文件。

系統代為查調，申請人免自行檢附之文件：
一、最近三個月內全家人口戶籍謄本。
二、全家人口最近一年度所得及財產證明文件。
三、學籍資料(需提供學校名稱，並限本市高中職以下、全國高中職、大專以上)。","一、向各區公所提出申請
二、申請人情況特殊，得由本府各社會福利服務中心、家庭暴力暨侵害防治中心社工員以個案方式，檢附相關申請文件逕送本府審核辦理。","如申請案件審核通過後，委由郵局統一匯款至申請人提供之撥款帳戶。","本項申請案須經社工員訪視評估
1.無須查調財稅：27天
2.代為查調財稅：41天","繳付與否： 無","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022081"
"弱勢家庭兒童臨時托育補助","本計畫所稱之弱勢家庭兒童，係指設籍並實際居住本市未滿3歲(就托於公私立托嬰中心)及12歲以下(被送請領有居家式托育服務登記證書之托育人員照顧)之兒童，且符合以下資格之一者：
1.列冊低收入戶。
2.列冊中低收入戶。
3.父母雙方或一方為身心障礙者。
4.受托兒童本人或家中同住兄弟姐妹之一為身心障礙或發展遲緩者。
5.經本局列冊之高風險家庭、寄養家庭、特殊境遇家庭或領有弱勢家庭兒童及少年緊急生活扶助之家庭。
6.其他經社工人員評估遇有困難需協助兒童臨托之家庭。","主辦單位：新北市政府社會局兒童托育科
承辦人員：黃濰鈞
連絡電話：本市境內1999、02-29603456轉3831","1.兒童之戶口名簿或戶籍謄本影本（如同意本局代為調查者免附）。
2.下列資格證明文件之一：
（1）低收入戶或中低收入戶證明影本。
（2）高風險家庭、寄養家庭、特殊境遇家庭、弱勢兒童少年生活扶助或弱勢家庭兒童及少年緊急生活扶助之核定文件。
（3）身心障礙者證明(手冊)或醫院開立1年內發展遲緩證明影本。
（4）經本局所屬各社會福利服務中心、新北市新住民家庭服務中心或、新北市政府家庭暴力暨性侵害防治中心及接受本局方案委託之社會福利團體評估有臨托補助需求之轉介單。","向居家托育服務中心或托嬰中心提出申請","交付方式：金融機構轉帳","","","0",""
